Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentCode,number of segments
UNF.N,US & Canadian rental and Cleaning,,-3,,,,6.0
UNF.N,Net Interco MFG Elim,,-3,,,,6.0
UNF.N,MFG,"315250, 314999",-3,,,,6.0
UNF.N,Corporate,,-3,,,,6.0
UTL.N,Non-Regulated,"523150, 541618, 541611",-3,,,,4.0
UTL.N,Electric,"221122, 221121",-3,,,,4.0
UTL.N,Gas,"486210, 221210",-3,,,,4.0
UTL.N,Other,,-3,,,,4.0
URB.TO,Management of the Company’s Investments,,-3,,,,1.0
VICR.OQ,Electical components & Equipment,,-3,,,,1.0
LNT.OQ,Other Utility,"221330, 221310",-3,,,,4.0
LNT.OQ,Gas Utility,221210,-3,,,,4.0
LNT.OQ,Electric Utility,"221122, 221112",-3,,,,4.0
LNT.OQ,Non-Utility and Other,"541330, 525990",-3,,,,4.0
WSO.N,"distributor of air conditioning, heating and refrigeration equipment",,-3,,,,1.0
WERN.OQ,Corporate,,-3,,,,5.0
WERN.OQ,Other,,-3,,,,5.0
WERN.OQ,Truckload Transportation Services,"541614, 488510, 484121",-3,,,,5.0
WERN.OQ,Inter segment eliminations,,-3,,,,5.0
WERN.OQ,Werner Logistics,"541614, 488510, 484121",-3,,,,5.0
WMB.N,Other,,-3,,,,5.0
WMB.N,Eliminations,,-3,,,,5.0
WMB.N,West,"211130, 486210",-3,,,,5.0
WMB.N,Northeast G&P,"211120, 486210, 324110",-3,,,,5.0
WMB.N,Transmission & Gulf of Mexico,"211130, 211120, 486210",-3,,,,5.0
WEC.N,Eliminations & Reconciling,,-3,,,,6.0
WEC.N,Corporate & Other,,-3,,,,6.0
WEC.N,IIinois,221210,-3,,,,6.0
WEC.N,Others states,221210,-3,,,,6.0
WEC.N,Wisconsin,"221210, 221122",-3,,,,6.0
WEC.N,Non-Utility Energy Infrastructure,"221122, 221112",-3,,,,6.0
WOR.N,Steel Processing,"331110, 332420, 331221, 331210",-3,,,,3.0
WOR.N,Pressure Cylinders,332420,-3,,,,3.0
WOR.N,Other,,-3,,,,3.0
FM.TO,Corporate & Other,,-3,,,,9.0
FM.TO,Guelb Moghrein/Carlisa (CAR),"212230, 212220",-3,,,,9.0
FM.TO,Kansanshi Copper/Gold Project (KCP),"212230, 212220",-3,,,,9.0
FM.TO,Ravensthorpe,212230,-3,,,,9.0
FM.TO,Sentinel,212230,-3,,,,9.0
FM.TO,las cruces,212230,-3,,,,9.0
FM.TO,pyhsalmi,212230,-3,,,,9.0
FM.TO,cayeli,212230,-3,,,,9.0
FM.TO,cobre panama,212230,-3,,,,9.0
CUPRUM.SN,,,-3,,,,0.0
ARCB.OQ,Other/Eliminations,,-3,,,,4.0
ARCB.OQ,ArcBest,"541614, 483111",-3,,,,4.0
ARCB.OQ,FleetNet,"811198, 541614",-3,,,,4.0
ARCB.OQ,Asset-Based,"541614, 484122, 484110, 482111",-3,,,,4.0
CMPC.SN,Eliminations,,-3,,,,5.0
CMPC.SN,Cellulose,322110,-3,,,,5.0
CMPC.SN,Paper Supplies,322130,-3,,,,5.0
CMPC.SN,Investment in CMPC,"322120, 322110",-3,,,,5.0
CMPC.SN,Tissue,322299,-3,,,,5.0
COPEC.SN,Fishing Operations/Igemar,"311710, 114119",-3,,,,6.0
COPEC.SN,Fuel Distribution/COPEC,"424720, 221210",-3,,,,6.0
COPEC.SN,Liquid Gas/Abastible,221210,-3,,,,6.0
COPEC.SN,Forestry Operations/Arauco,"322110, 113210",-3,,,,6.0
COPEC.SN,Other Services and Investments,,-3,,,,6.0
COPEC.SN,Liquid Gas/Sonacol,486910,-3,,,,6.0
GGBR4.SA,Unit Special Steel,"331513, 331512",-3,,,,5.0
GGBR4.SA,Unit North America,"331513, 331512",-3,,,,5.0
GGBR4.SA,Unit Latin America,"331513, 331512",-3,,,,5.0
GGBR4.SA,Unit Brazil,"331110, 331512",-3,,,,5.0
GGBR4.SA,Eliminations,,-3,,,,5.0
VALE3.SA,Others,,-3,,,,4.0
VALE3.SA,Basic Metals,"212230, 212290",-3,,,,4.0
VALE3.SA,Coal,212115,-3,,,,4.0
VALE3.SA,Ferrous minerals,212210,-3,,,,4.0
WEGE3.SA,Energy,333611,-3,,,,4.0
WEGE3.SA,Eliminations,,-3,,,,4.0
WEGE3.SA,Other/External Services,335312,-3,,,,4.0
WEGE3.SA,Industrial,"335314, 335313, 335312, 334416",-3,,,,4.0
ENAEX.SN,Comprehensive Blasting Service,,-3,,,,1.0
GOAU4.SA,Special Steel,331110,-3,,,,5.0
GOAU4.SA,North America,331110,-3,,,,5.0
GOAU4.SA,Latin America,331110,-3,,,,5.0
GOAU4.SA,Eliminations,,-3,,,,5.0
GOAU4.SA,Brazil,331110,-3,,,,5.0
PETR4.SA,Corporate,211120,-3,,,,5.0
PETR4.SA,Eliminations,,-3,,,,5.0
PETR4.SA,Gas and Power,211120,-3,,,,5.0
PETR4.SA,Exploration and Production,211120,-3,,,,5.0
PETR4.SA,Retail,"486210, 486110, 424710, 324110",-3,,,,5.0
CS.TO,Cozamin,212230,-3,,,,4.0
CS.TO,Santa Domingo,"212230, 212290, 212220, 212210",-3,,,,4.0
CS.TO,Pinto Valley,212230,-3,,,,4.0
CS.TO,Other,"212290, 523999",-3,,,,4.0
AUTLANB.MX,,,-3,,,,0.0
BIMBOA.MX,Eliminations,,-3,,,,5.0
BIMBOA.MX,"Europe, Asia and Africa","311821, 311813, 311812",-3,,,,5.0
BIMBOA.MX,North America (US and Canada),"311821, 311813, 311812",-3,,,,5.0
BIMBOA.MX,Latin America,"311821, 311813, 311812",-3,,,,5.0
BIMBOA.MX,Mexico,"311830, 311821, 311813, 311812",-3,,,,5.0
ORBIA.MX,Parent Company,,-3,,,,5.0
ORBIA.MX,Fluent,326122,-3,,,,5.0
ORBIA.MX,Fluor,"325180, 212390, 325211, 325120",-3,,,,5.0
ORBIA.MX,Vinyl,325211,-3,,,,5.0
ORBIA.MX,Eliminations,,-3,,,,5.0
CEMEXCPO.MX,,,-3,,,,0.0
ALFAA.MX,Auto Parts,325110,-3,,,,6.0
ALFAA.MX,Refrigerators Components,"311612, 311513, 311511",-3,,,,6.0
ALFAA.MX,Gas and Hydrocarbon Exploration,"325110, 221210",-3,,,,6.0
ALFAA.MX,Telecommunications,"517112, 517111, 541519, 541512",-3,,,,6.0
ALFAA.MX,Eliminations,,-3,,,,6.0
ALFAA.MX,Petrochemicals and Syntetic Fibers,"325211, 325110",-3,,,,6.0
PEOLES.MX,Other,,-3,,,,5.0
PEOLES.MX,Eliminations,,-3,,,,5.0
PEOLES.MX,Precious Metals Mining,212220,-3,,,,5.0
PEOLES.MX,Metallurgist,331410,-3,,,,5.0
PEOLES.MX,Base Metals Mining,212230,-3,,,,5.0
FEMSAUBD.MX,Consolidation adjustments,,-3,,,,6.0
FEMSAUBD.MX,Coca-Cola FEMSA,312111,-3,,,,6.0
FEMSAUBD.MX,Other,,-3,,,,6.0
FEMSAUBD.MX,FEMSA Health Division,456110,-3,,,,6.0
FEMSAUBD.MX,FEMSA Fuel Division,457120,-3,,,,6.0
FEMSAUBD.MX,FEMSA Proximity Division,445110,-3,,,,6.0
WT.N,International Business segment,523940,-3,,,,2.0
WT.N,U.S. Business segment,,-3,,,,2.0
TKO.TO,,,-3,,,,0.0
FVI.TO,Cuzcatlan,"212220, 213114",-3,,,,4.0
FVI.TO,Corporate,,-3,,,,4.0
FVI.TO,Bateas,"212230, 212220, 213114",-3,,,,4.0
FVI.TO,Mansfield,212220,-3,,,,4.0
NATR.OQ,Asia,"456199, 424210, 325411",-3,,,,4.0
NATR.OQ,Latin America and Other,"456199, 424210, 325411",-3,,,,4.0
NATR.OQ,North America,"456199, 424210, 325411",-3,,,,4.0
NATR.OQ,Europe,"456199, 424210, 325411",-3,,,,4.0
COLBUN.SN,,,-3,,,,0.0
ODFL.OQ,LTL Services,,-3,,,,1.0
MMS.N,U.S. Federal Services,"541611, 541511",-3,,,,3.0
MMS.N,U.S. Services,923120,-3,,,,3.0
MMS.N,Outside the U.S.,"923120, 561312, 541690, 541611",-3,,,,3.0
CASAGRC1.LM,Other Products and Services,"311314, 488510",-3,,,,9.0
CASAGRC1.LM,Alcohol,325193,-3,,,,9.0
CASAGRC1.LM,Sugar,311314,-3,,,,9.0
CASAGRC1.LM,Sugar and Derivatives,311314,-3,,,,9.0
CASAGRC1.LM,Processing of grapes,311421,-3,,,,9.0
CASAGRC1.LM,Other Minor Income,,-3,,,,9.0
CASAGRC1.LM,Processing of Sugar,311314,-3,,,,9.0
CASAGRC1.LM,Grapes,111332,-3,,,,9.0
CASAGRC1.LM,Packaging,561910,-3,,,,9.0
AME.N,Electromechanical,"339112, 334519, 334511",-3,,,,2.0
AME.N,Electronic Instruments,"335313, 335312, 334513, 334419",-3,,,,2.0
VLO.N,Refining,"522299, 541613, 324110",-3,,,,4.0
VLO.N,Corporate,,-3,,,,4.0
VLO.N,Ethanol,"541614, 424720, 324110, 221113",-3,,,,4.0
VLO.N,Renewable Diesel,"522299, 484121, 324199, 324110",-3,,,,4.0
UGPA3.SA,Ultracargo,493190,-3,,,,7.0
UGPA3.SA,Ipiranga,"457110, 424720, 424710",-3,,,,7.0
UGPA3.SA,Ultragaz,457210,-3,,,,7.0
UGPA3.SA,Other,,-3,,,,7.0
UGPA3.SA,Oxiteno,325199,-3,,,,7.0
UGPA3.SA,Interesegment Elimination,,-3,,,,7.0
UGPA3.SA,Extrafarma,456110,-3,,,,7.0
BACHOCOB.MX,Other,,-3,,,,2.0
BACHOCOB.MX,Poultry,"311615, 112340, 112310",-3,,,,2.0
CHRW.OQ,North American Surface transportation,"488510, 484122",-3,,,,3.0
CHRW.OQ,All Other and corporate,,-3,,,,3.0
CHRW.OQ,Global Forwarding,488510,-3,,,,3.0
PPL.TO,Pipeline Division,"486210, 486110",-3,,,,4.0
PPL.TO,Corporate,,-3,,,,4.0
PPL.TO,Facilities Division,"486210, 486110",-3,,,,4.0
PPL.TO,Marketing and New venture division,"486910, 486110",-3,,,,4.0
CWST.OQ,Eliminations,,-3,,,,5.0
CWST.OQ,Corporate Entities,,-3,,,,5.0
CWST.OQ,Eastern,562111,-3,,,,5.0
CWST.OQ,Western,562111,-3,,,,5.0
CWST.OQ,Resource Solutions,562111,-3,,,,5.0
FE.N,Reconciling Adjustments,,-3,,,,4.0
FE.N,Regulated Transmission,221118,-3,,,,4.0
FE.N,Regulated Distribution,"221122, 221113, 221112",-3,,,,4.0
FE.N,Other/Corporate,,-3,,,,4.0
AMG.N,,,-3,,,,0.0
INGR.N,,,-3,,,,0.0
URI.N,Specialty ,"532490, 532412",-3,,,,2.0
URI.N,General rentals,532289,-3,,,,2.0
AQN.TO,Corporate,,-3,,,,3.0
AQN.TO,Renewable Energy Group,221118,-3,,,,3.0
AQN.TO,Regulated Services Group,"221310, 221210, 221122",-3,,,,3.0
AAIC.N,,,-3,,,,0.0
AEE.N,Ameron Missouri,"221210, 221122, 221112",-3,,,,6.0
AEE.N,Inter Segment Eliminations,,-3,,,,6.0
AEE.N,Ameron Illinois Electric Distribution,"221210, 221122, 221112",-3,,,,6.0
AEE.N,Other,,-3,,,,6.0
AEE.N,Ameren Transmission,221121,-3,,,,6.0
AEE.N,Ameren Illinois Natural Gas,221210,-3,,,,6.0
PWR.N,Electric Power Infrastructure Solutions,238210,-3,,,,3.0
PWR.N,Underground Utility and Infrastructure Solutions,"486210, 237110, 213112",-3,,,,3.0
PWR.N,Renewable Energy Infrastructure Solutions,"541330, 237130, 237110",-3,,,,3.0
RBA.TO,Other,423830,-3,,,,2.0
RBA.TO,A & M,423830,-3,,,,2.0
FHI.N,Investment Management Business,,-3,,,,1.0
EGIE3.SA,,,-3,,,,0.0
BTU.N,Corporate and Other,,-3,,,,5.0
BTU.N,Powder River Basin Mining,"212115, 212114",-3,,,,5.0
BTU.N,Seaborne Metallurgical -Mining,"212115, 212114",-3,,,,5.0
BTU.N,Seaborne Thermal Mining,"212115, 212114",-3,,,,5.0
BTU.N,Other U.S Thermal Mining,"212115, 212114",-3,,,,5.0
WCC.N,WESCO,423610,-3,,,,1.0
SRE.N,Sempra Renewables,"221210, 221111",-3,,,,7.0
SRE.N,SoCalGas,221210,-3,,,,7.0
SRE.N,SDG&E,"221118, 221210, 221121",-3,,,,7.0
SRE.N,Intersegment revenues,,-3,,,,7.0
SRE.N,Adjustments and eliminations,,-3,,,,7.0
SRE.N,All Other,,-3,,,,7.0
SRE.N,Sempra Infrastructure,"237130, 237120",-3,,,,7.0
RSG.N,,,-3,,,,0.0
RAIL3.SA,Container Operations,482111,-3,,,,3.0
RAIL3.SA,Operations Sul,482111,-3,,,,3.0
RAIL3.SA,Operations Norte,482111,-3,,,,3.0
EPD.N,Crude Oil Pipelines & Services,486110,-3,,,,4.0
EPD.N,Natural Gas Pipelines & Services,486210,-3,,,,4.0
EPD.N,NGL Pipelines & Services,"211130, 486910",-3,,,,4.0
EPD.N,Petrochemical & Refined Products services,"486990, 325110",-3,,,,4.0
PAA.OQ,Intersegment Adjustment,541614,-3,,,,3.0
PAA.OQ,Crude Oil,486110,-3,,,,3.0
PAA.OQ,NGL,"486910, 486210",-3,,,,3.0
ALA.TO,Corporate/Other,,-3,,,,5.0
ALA.TO,Power Generation,"221118, 221112, 221111",-3,,,,5.0
ALA.TO,Intersegment Elimination,,-3,,,,5.0
ALA.TO,Utilities,"486210, 221210, 221122",-3,,,,5.0
ALA.TO,Midstream,"211120, 541614, 484230, 424710",-3,,,,5.0
TRPL4.SA,,,-3,,,,0.0
CE.N,Acetate Tow,325199,-3,,,,5.0
CE.N,Engineered Materials,"325220, 325212, 325211",-3,,,,5.0
CE.N,Other Activities,,-3,,,,5.0
CE.N,Acetyl Chain,"325510, 325211, 325199",-3,,,,5.0
CE.N,Intersegments Eliminations,,-3,,,,5.0
BLK.N,,,-3,,,,0.0
NEE.N,Corp. and Other,,-3,,,,4.0
NEE.N,FPL,"221121, 221113, 221112",-3,,,,4.0
NEE.N,NextEra Energy Resources,"221118, 486210, 221121, 221113",-3,,,,4.0
NEE.N,Gulf Power,"221121, 221112",-3,,,,4.0
SAPR4.SA,Water,221310,-3,,,,2.0
SAPR4.SA,Sewage,221310,-3,,,,2.0
PX.N,ELECTRIC SERVICES,,-3,,,,1.0
SPTN.OQ,Retail,445110,-3,,,,3.0
SPTN.OQ,Military,424410,-3,,,,3.0
SPTN.OQ,Food Distributions,"445110, 424410",-3,,,,3.0
BRAP4.SA,,,-3,,,,0.0
NS.N,Fuels Marketing,"211120, 457210, 486110",-3,,,,4.0
NS.N,Consolidation and Intersegment Eliminations,,-3,,,,4.0
NS.N,Storage,"493190, 493110, 486110",-3,,,,4.0
NS.N,Pipeline,"486910, 486210, 237120",-3,,,,4.0
RGP.OQ,Consulting Services,,-3,,,,1.0
CVERDEC1.LM,Molybdenum concentrate and Silver Content,212230,-3,,,,3.0
CVERDEC1.LM,Copper Cathodes,"331410, 212230",-3,,,,3.0
CVERDEC1.LM,Copper Concentrates,212230,-3,,,,3.0
GPN.N,Merchant Solutions,"513210, 522320",-3,,,,4.0
GPN.N,Intersegment Eliminations,,-3,,,,4.0
GPN.N,Business and Consumer Solutions,"513210, 522320",-3,,,,4.0
GPN.N,Issuer Solutions,"513210, 522320",-3,,,,4.0
GDI.TO,Janitorial Canada,"561790, 561720",-3,,,,5.0
GDI.TO,Technical Services,541990,-3,,,,5.0
GDI.TO,Janitorial USA,"561790, 561720",-3,,,,5.0
GDI.TO,Complementary Services,"561720, 424690",-3,,,,5.0
GDI.TO,Corporate and eliminations,,-3,,,,5.0
GLNG.OQ,FLNG,"211120, 486210, 221210",-3,,,,4.0
GLNG.OQ,Power,483111,-3,,,,4.0
GLNG.OQ,Shipping,"486210, 483111",-3,,,,4.0
GLNG.OQ,Corporate and Other,,-3,,,,4.0
XPO.N,Eliminations,,-3,,,,3.0
XPO.N,North American LTL,"484122, 484121, 484110",-3,,,,3.0
XPO.N,Brokerage and other services,484230,-3,,,,3.0
CHE_u.TO,SPPC,"212390, 424690, 325998, 325199",-3,,,,4.0
CHE_u.TO,Corporate,,-3,,,,4.0
CHE_u.TO,WSSC,"325180, 212390, 424690",-3,,,,4.0
CHE_u.TO,EC,"325180, 424690, 322110, 236210",-3,,,,4.0
WCN.TO,Intermodal and other,"562219, 562111",-3,,,,9.0
WCN.TO,Industrial and Construction roll off,"562920, 562219, 562212, 562111",-3,,,,9.0
WCN.TO,E&P,"562920, 562219, 562212, 562111",-3,,,,9.0
WCN.TO,Residential,"562920, 562219, 562212, 562111",-3,,,,9.0
WCN.TO,Commercial,"562920, 562219, 562212, 562111",-3,,,,9.0
WCN.TO,Landfill,"562219, 562111",-3,,,,9.0
WCN.TO,Recycling,"562219, 562111",-3,,,,9.0
WCN.TO,Transfer,"562219, 562111",-3,,,,9.0
WCN.TO,Intercompany,"562219, 562212",-3,,,,9.0
HEES.OQ,Used Equipment Sales,"532490, 423830",-3,,,,6.0
HEES.OQ,Service Revenues,811310,-3,,,,6.0
HEES.OQ,Parts sales,"532490, 423830",-3,,,,6.0
HEES.OQ,Non Segmental Revenue,,-3,,,,6.0
HEES.OQ,Equipment Sales,"423830, 423810",-3,,,,6.0
HEES.OQ,Equipment Rental,532412,-3,,,,6.0
SAIA.OQ,,,-3,,,,0.0
CMP.N,Plant Nutrition North America,"325180, 212390, 325314, 325312",-3,,,,3.0
CMP.N,Salt,212390,-3,,,,3.0
CMP.N,Corporate & Other,,-3,,,,3.0
KEY.TO,Liquid Infrastructure,211130,-3,,,,4.0
KEY.TO,Marketing,424720,-3,,,,4.0
KEY.TO,Gathering & Processing,"486210, 221210",-3,,,,4.0
KEY.TO,Corporate & Other,,-3,,,,4.0
FA.OQ,SERVICES-BUSINESS SERVICES,,-3,,,,1.0
WLK.N,Housing and Infrastructure Products,326122,-3,,,,2.0
WLK.N,Performance and Essential Materials,325110,-3,,,,2.0
KUT.V,Corporate,,-3,,,,3.0
KUT.V,Corporate Locations,,-3,,,,3.0
KUT.V,Franchising and Licensing,533110,-3,,,,3.0
BIP.N,Transport,"486210, 482112, 482111",-3,,,,6.0
BIP.N,Utilities,"486210, 221122",-3,,,,6.0
BIP.N,Midstream,"221210, 221122",-3,,,,6.0
BIP.N,Corporate/Other,,-3,,,,6.0
BIP.N,Unconsolidated,,-3,,,,6.0
BIP.N,Data,"518210, 221121",-3,,,,6.0
KW.N,Corporate,,-3,,,,3.0
KW.N,Consolidated Portfolio,"721110, 531390, 531120, 531110",-3,,,,3.0
KW.N,Co-Investment Portfolio,"523940, 531390, 531312, 522292",-3,,,,3.0
IVZ.N,investment management,,-3,,,,1.0
VMC.N,Concrete,327320,-3,,,,5.0
VMC.N,Aggregates,"212321, 212319",-3,,,,5.0
VMC.N,Aggregates Intersegment Sales,,-3,,,,5.0
VMC.N,Asphalt mix,324121,-3,,,,5.0
VMC.N,calcium,"325180, 325199",-3,,,,5.0
VTNR.OQ,Refining & Marketing,324110,-3,,,,4.0
VTNR.OQ,Black Oil,324110,-3,,,,4.0
VTNR.OQ,Recovery,211130,-3,,,,4.0
VTNR.OQ,Corporate and Eliminations,,-3,,,,4.0
SUZB3.SA,Cellulose,322120,-3,,,,2.0
SUZB3.SA,Paper,322120,-3,,,,2.0
USIM5.SA,Eliminations and Adjustments,,-3,,,,5.0
USIM5.SA,Steel Processing,"331110, 332313, 332312, 332311",-3,,,,5.0
USIM5.SA,Steel,331110,-3,,,,5.0
USIM5.SA,Capital Goods,"331110, 332322",-3,,,,5.0
USIM5.SA,Mining and Logistics,331110,-3,,,,5.0
SORIANAB.MX,,,-3,,,,0.0
HERDEZ.MX,Preserved Products,424410,-3,,,,3.0
HERDEZ.MX,Frozen Products,424420,-3,,,,3.0
HERDEZ.MX,Export,"311824, 312111, 311941, 311421",-3,,,,3.0
ICHB.MX,,,-3,,,,0.0
LSTR.OQ,Insurance,524126,-3,,,,2.0
LSTR.OQ,Transportation Logistics,"484121, 483111, 482111, 481112",-3,,,,2.0
USNA.N,,,-3,,,,0.0
GCC.MX,,,-3,,,,0.0
PARR.N,Eliminations,,-3,,,,4.0
PARR.N,Refining,324110,-3,,,,4.0
PARR.N,Retail,457120,-3,,,,4.0
PARR.N,Logistics,486110,-3,,,,4.0
SIMECB.MX,,,-3,,,,0.0
YPFD.BA,Natural Gas and Electricity,"211120, 486110, 324110, 213112",-3,,,,5.0
YPFD.BA,Exploration & Production,"211120, 324110",-3,,,,5.0
YPFD.BA,Consolidation Adjustments,,-3,,,,5.0
YPFD.BA,Corporate & Others,,-3,,,,5.0
YPFD.BA,Downstream,"457210, 486110, 424720, 324110",-3,,,,5.0
TTEK.OQ,,,-3,,,,0.0
PNW.N,,,-3,,,,0.0
ENELAM.SN,Generation,"221118, 221112, 221111",-3,,,,3.0
ENELAM.SN,Distribution,"221122, 221121",-3,,,,3.0
ENELAM.SN,Eliminations,,-3,,,,3.0
RDUS.OQ,Auto and Metals Recycling,"423930, 331492",-3,,,,3.0
RDUS.OQ,Intersegment Eliminations,,-3,,,,3.0
RDUS.OQ,Cascade Steel and Scrap,331110,-3,,,,3.0
CEPU.BA,Eliminations,,-3,,,,4.0
CEPU.BA,Others,"221118, 237130",-3,,,,4.0
CEPU.BA,GAs Distribution,221210,-3,,,,4.0
CEPU.BA,Energy Generation,"221118, 221112, 221111",-3,,,,4.0
HAIN.OQ,International,"424490, 424410, 325620, 311422",-3,,,,2.0
HAIN.OQ,North America,"424490, 424410, 325620, 311422",-3,,,,2.0
MTL.TO,Oilfield Services,"493190, 486210, 213112, 213111",-3,,,,5.0
MTL.TO,Trucking,"484121, 484110",-3,,,,5.0
MTL.TO,Other/Corporate,,-3,,,,5.0
MTL.TO,Oilfield Eliminations,,-3,,,,5.0
MTL.TO,Trucking Division Eliminations,,-3,,,,5.0
VBBR3.SA,Eliminations,,-3,,,,6.0
VBBR3.SA,Corporativo,,-3,,,,6.0
VBBR3.SA,Aviation,"424720, 424710",-3,,,,6.0
VBBR3.SA,Large Consumers,424720,-3,,,,6.0
VBBR3.SA,Network of Petrol Stations,457110,-3,,,,6.0
VBBR3.SA,Special Markets,"457120, 457110, 424720, 424710",-3,,,,6.0
MLM.N,Magnesia Specialties,"325180, 327410",-3,,,,3.0
MLM.N,West Group,"327320, 327310, 212321, 212313",-3,,,,3.0
MLM.N,East Group,"324121, 212321, 212313",-3,,,,3.0
MED.N,OPTAVIA,,-3,,,,1.0
CFV.CN,Gas & Energy,"486210, 221210",-3,,,,7.0
CFV.CN,AgroIndustry,"114119, 112990, 111998",-3,,,,7.0
CFV.CN,Hotel,721110,-3,,,,7.0
CFV.CN,Financial,523150,-3,,,,7.0
CFV.CN,Adjustments & Eliminations,,-3,,,,7.0
CFV.CN,Others,,-3,,,,7.0
CFV.CN,Infrastructure,"237990, 237310",-3,,,,7.0
STN.TO,,,-3,,,,0.0
EXP.N,Gypsum Wallboard,327420,-3,,,,6.0
EXP.N,Intersegment Sales,,-3,,,,6.0
EXP.N,Paperboard,322130,-3,,,,6.0
EXP.N,Joint Venture,,-3,,,,6.0
EXP.N,Cement,327310,-3,,,,6.0
EXP.N,Concrete and Aggregates,327320,-3,,,,6.0
VET.TO,,,-3,,,,0.0
GRUMAB.MX,Corn Flour (Mexico),311211,-3,,,,5.0
GRUMAB.MX,Other Reconciling Item,,-3,,,,5.0
GRUMAB.MX,Other,,-3,,,,5.0
GRUMAB.MX,Corn Flour Package Tortilla ( Europe),"311830, 311211",-3,,,,5.0
GRUMAB.MX,Corn Flour and Packaged Tortilla (United States),"311830, 311211",-3,,,,5.0
CIX.TO,Eliminations,,-3,,,,3.0
CIX.TO,Asset Administration,523940,-3,,,,3.0
CIX.TO,Asset Management,523940,-3,,,,3.0
GEO.N,US Secure Services,"623220, 561210, 531120, 485991",-3,,,,4.0
GEO.N,International Services,"922140, 561210, 236220",-3,,,,4.0
GEO.N,Electronic monitoring and supervision services,531120,-3,,,,4.0
GEO.N,Reentry services,531120,-3,,,,4.0
AGUASA.SN,Non Water,,-3,,,,2.0
AGUASA.SN,Water,"221320, 221310",-3,,,,2.0
PAMP.BA,Holding,,-3,,,,6.0
PAMP.BA,Generation,221118,-3,,,,6.0
PAMP.BA,Elimination,,-3,,,,6.0
PAMP.BA,Distribution,221122,-3,,,,6.0
PAMP.BA,Oil and Gas,211120,-3,,,,6.0
PAMP.BA,Petrochemistry,324110,-3,,,,6.0
DAR.N,Feed Ingredients,311613,-3,,,,4.0
DAR.N,Food ingredients,"311613, 311612",-3,,,,4.0
DAR.N,Fuel Ingredients,311225,-3,,,,4.0
DAR.N,Corporate,,-3,,,,4.0
GMEXICOB.MX,Transport Service,482111,-3,,,,5.0
GMEXICOB.MX,SPCC,212230,-3,,,,5.0
GMEXICOB.MX,MM,"212230, 212220",-3,,,,5.0
GMEXICOB.MX,Infrastructure,212230,-3,,,,5.0
GMEXICOB.MX,ASARCO,212230,-3,,,,5.0
RS.N,Metals service centers,,-3,,,,1.0
SCCO.N,Peruvian Operations,"212230, 212290, 212220",-3,,,,4.0
SCCO.N,Corporate and Other Eliminations,,-3,,,,4.0
SCCO.N,Mexican IMMSA Unit,"212230, 212290, 212220",-3,,,,4.0
SCCO.N,Mexican Open Pit,"331410, 212230, 212290, 212220",-3,,,,4.0
MINSURI1.LM,Tin and Other Minerals,"212390, 212290",-3,,,,3.0
MINSURI1.LM,Gold,"331410, 212220",-3,,,,3.0
MINSURI1.LM,Eliminations,,-3,,,,3.0
LUN.TO,candelaria,"212230, 212220",-3,,,,5.0
LUN.TO,Zinkgruvan,212230,-3,,,,5.0
LUN.TO,Other,,-3,,,,5.0
LUN.TO,Eagle,"212230, 212220",-3,,,,5.0
LUN.TO,Chapada,"212230, 212220",-3,,,,5.0
HBM.TO,Corporate Activities,,-3,,,,4.0
HBM.TO,Manitoba,"212230, 212220",-3,,,,4.0
HBM.TO,Peru,"212230, 212220",-3,,,,4.0
HBM.TO,Arizona,212230,-3,,,,4.0
CYRE3.SA,Services,237210,-3,,,,4.0
CYRE3.SA,Deductions,,-3,,,,4.0
CYRE3.SA,Housing,"236118, 236117",-3,,,,4.0
CYRE3.SA,Sale of Real Estate,"236118, 236117",-3,,,,4.0
EAF.N,Industrial Material,,-3,,,,1.0
BESALCO.SN,Real Estate,"236117, 236116, 236115",-3,,,,5.0
BESALCO.SN,Machinery,"532412, 213115, 213114",-3,,,,5.0
BESALCO.SN,Intercompany Eliminations,,-3,,,,5.0
BESALCO.SN,Projects Investment,"523999, 237990, 237310",-3,,,,5.0
BESALCO.SN,Civil Works,"237990, 237310, 236220",-3,,,,5.0
HEO.TO,O&M,"221320, 221310",-3,,,,3.0
HEO.TO,Speciality Products,"333310, 333111, 325998",-3,,,,3.0
HEO.TO,Projects and Aftermarket,333310,-3,,,,3.0
AEIS.OQ,,,-3,,,,0.0
PARAUCO.SN,Chile,"531312, 531120",-3,,,,4.0
PARAUCO.SN,Peru,"531312, 531120, 236220",-3,,,,4.0
PARAUCO.SN,Colombia,"531312, 531120, 236220",-3,,,,4.0
PARAUCO.SN,Others,,-3,,,,4.0
ANTARCHILE.SN,Fuel/Copec,"424720, 424710",-3,,,,7.0
ANTARCHILE.SN,Sonacol,486110,-3,,,,7.0
ANTARCHILE.SN,Gas/Abastible,"457210, 424720",-3,,,,7.0
ANTARCHILE.SN,Eliminations,,-3,,,,7.0
ANTARCHILE.SN,Forestry/Arauco,113310,-3,,,,7.0
ANTARCHILE.SN,Fishing/Igemar,114111,-3,,,,7.0
ANTARCHILE.SN,Other Services and Investments,,-3,,,,7.0
